Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
463,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,4/1/2018,2,0.7522888118
464,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,21,France,Europe,Europe,4/1/2019,1,0.902444104
465,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2014,6,0.7085154192
466,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,0.80,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.4836282915
467,Male,2 - Director,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,5,2 - Director,N,2,40 to 49,48,Switzerland,Switzerland,Switzerland,4/1/2015,5,0.2741317869
468,Male,1 - Executive,N,,No,No,0.50,Yes,Y,Strategy,FY20,,Strategy,Full Time,Full Time,,,,,2,1 - Executive,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.0564033412
469,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,4/1/2018,2,0.7374307199
470,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,4/1/2017,3,0.03265168825
471,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,4/1/2018,2,0.2475999004
472,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,4/1/2018,2,0.631626315
473,Female,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,,40 to 49,49,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.6293130209
474,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2013,7,0.4034857946
475,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,0.70,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,France,Europe,Europe,4/1/2017,3,0.6642975163
476,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,20,Germany,Europe,Europe,4/1/2017,3,0.9654835971
477,Female,2 - Director,N,2,Yes,Yes,0.50,No,Y,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,44,Switzerland,Switzerland,Switzerland,4/1/2014,6,0.565064644
478,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,25,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.06798112738
479,Male,6 - Junior Officer,N,4,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,3,6 - Junior Officer,N,4,50 to 59,53,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.397834362
480,Male,3 - Senior Manager,Y,,No,No,0.50,No,N,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,0,,N,,30 to 39,38,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.984792712
481,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,30 to 39,37,Italy,Europe,Europe,4/1/2016,4,0.3185506454
482,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.007240516549
483,Female,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,0.50,Part Time,,,,,4,6 - Junior Officer,N,3,30 to 39,36,Italy,Europe,Europe,4/1/2016,4,0.1648248693
484,Male,1 - Executive,Y,,No,No,0.50,No,N,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,0,,N,,60 to 69,61,Japan,Asia Pacific,Elsewhere,4/1/2020,0,0.2060822887
485,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,1,30 to 39,34,Germany,Europe,Europe,4/1/2013,7,0.3978676184
486,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2,6 - Junior Officer,N,3,40 to 49,47,Germany,Europe,Europe,4/1/2018,2,0.1306820979
487,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1,5 - Senior Officer,Y,2,30 to 39,39,Italy,Europe,Europe,4/1/2015,5,0.7652879575
488,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,4/1/2019,1,0.3390559472
489,Male,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0,,N,,30 to 39,30,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.7145028132
490,Male,3 - Senior Manager,Y,,No,No,0.50,No,N,Finance,,3 - Senior Manager,Finance,Full Time,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,0,,N,,30 to 39,33,Switzerland,Switzerland,Switzerland,4/1/2020,0,0.5224997422
491,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,0,,N,,30 to 39,33,United Kingdom,Europe,Europe,4/1/2020,0,0.3369756536
492,Male,2 - Director,N,1,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,40 to 49,42,Switzerland,Switzerland,Switzerland,4/1/2012,8,0.009278206989
493,Male,4 - Manager,N,1,Yes,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,33,France,Europe,Europe,4/1/2016,4,0.9782899514
494,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,27,Sweden,Europe,Europe,4/1/2017,3,0.9363275382
495,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,4/1/2017,3,0.07397763757
496,Male,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,25,Germany,Europe,Europe,4/1/2017,3,0.7772362622
497,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,0.90,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,32,Austria,Europe,Europe,4/1/2011,9,0.9350134552
498,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Canada,Americas,Elsewhere,4/1/2018,2,0.9481733441
499,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Finance,,3 - Senior Manager,Finance,Full Time,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,1,4 - Manager,Y,1,40 to 49,42,Spain,Europe,Europe,4/1/2016,4,0.2320205462
500,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,9,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,4/1/2011,9,0.1983156693
